timestamp,team,fire_cost,damage_cost,total
32.0,red,0.0,40000000000.0,40000000000.0
32.0,blue,258000000.0,0.0,258000000.0
33.0,red,0.0,40000000000.0,40000000000.0
33.0,blue,274000000.0,0.0,274000000.0
34.0,red,0.0,40000000000.0,40000000000.0
34.0,blue,278000000.0,0.0,278000000.0
35.0,red,0.0,40000000000.0,40000000000.0
35.0,blue,286000000.0,0.0,286000000.0
36.0,red,0.0,40000000000.0,40000000000.0
36.0,blue,310000000.0,0.0,310000000.0
37.0,red,0.0,40000000000.0,40000000000.0
37.0,blue,326000000.0,0.0,326000000.0
38.0,red,0.0,40000000000.0,40000000000.0
38.0,blue,338000000.0,0.0,338000000.0
39.0,red,0.0,40000000000.0,40000000000.0
39.0,blue,338000000.0,0.0,338000000.0
40.0,red,0.0,40000000000.0,40000000000.0
40.0,blue,346000000.0,0.0,346000000.0
41.0,red,0.0,40000000000.0,40000000000.0
41.0,blue,358000000.0,0.0,358000000.0
42.0,red,0.0,40000000000.0,40000000000.0
42.0,blue,358000000.0,0.0,358000000.0
43.0,red,0.0,40000000000.0,40000000000.0
43.0,blue,366000000.0,0.0,366000000.0
44.0,red,0.0,40000000000.0,40000000000.0
44.0,blue,386000000.0,0.0,386000000.0
45.0,red,0.0,40000000000.0,40000000000.0
45.0,blue,398000000.0,0.0,398000000.0
46.0,red,0.0,40000000000.0,40000000000.0
46.0,blue,414000000.0,0.0,414000000.0
47.0,red,0.0,40000000000.0,40000000000.0
47.0,blue,422000000.0,0.0,422000000.0
48.0,red,0.0,40000000000.0,40000000000.0
48.0,blue,446000000.0,0.0,446000000.0
49.0,red,0.0,40000000000.0,40000000000.0
49.0,blue,454000000.0,0.0,454000000.0
50.0,red,0.0,40000000000.0,40000000000.0
50.0,blue,462000000.0,0.0,462000000.0
51.0,red,0.0,40000000000.0,40000000000.0
51.0,blue,470000000.0,0.0,470000000.0
52.0,red,0.0,40000000000.0,40000000000.0
52.0,blue,494000000.0,0.0,494000000.0
53.0,red,0.0,40000000000.0,40000000000.0
53.0,blue,510000000.0,0.0,510000000.0
54.0,red,0.0,40000000000.0,40000000000.0
54.0,blue,530000000.0,0.0,530000000.0
55.0,red,0.0,40000000000.0,40000000000.0
55.0,blue,542000000.0,0.0,542000000.0
56.0,red,0.0,40000000000.0,40000000000.0
56.0,blue,554000000.0,0.0,554000000.0
57.0,red,0.0,40000000000.0,40000000000.0
57.0,blue,570000000.0,0.0,570000000.0
58.0,red,0.0,40000000000.0,40000000000.0
58.0,blue,578000000.0,0.0,578000000.0
59.0,red,0.0,44000000000.0,44000000000.0
59.0,blue,586000000.0,0.0,586000000.0
60.0,red,0.0,44000000000.0,44000000000.0
60.0,blue,598000000.0,0.0,598000000.0
61.0,red,0.0,44000000000.0,44000000000.0
61.0,blue,598000000.0,0.0,598000000.0
62.0,red,0.0,44000000000.0,44000000000.0
62.0,blue,602000000.0,0.0,602000000.0
63.0,red,0.0,44000000000.0,44000000000.0
63.0,blue,614000000.0,0.0,614000000.0
64.0,red,0.0,44000000000.0,44000000000.0
64.0,blue,626000000.0,0.0,626000000.0
65.0,red,0.0,44000000000.0,44000000000.0
65.0,blue,630000000.0,0.0,630000000.0
66.0,red,0.0,44000000000.0,44000000000.0
66.0,blue,634000000.0,0.0,634000000.0
67.0,red,0.0,44000000000.0,44000000000.0
67.0,blue,638000000.0,0.0,638000000.0
68.0,red,0.0,44000000000.0,44000000000.0
68.0,blue,642000000.0,0.0,642000000.0
69.0,red,0.0,44000000000.0,44000000000.0
69.0,blue,654000000.0,0.0,654000000.0
70.0,red,0.0,44000000000.0,44000000000.0
70.0,blue,654000000.0,0.0,654000000.0
71.0,red,0.0,44000000000.0,44000000000.0
71.0,blue,666000000.0,0.0,666000000.0
72.0,red,0.0,44000000000.0,44000000000.0
72.0,blue,674000000.0,0.0,674000000.0
73.0,red,0.0,44000000000.0,44000000000.0
73.0,blue,682000000.0,0.0,682000000.0
74.0,red,0.0,44000000000.0,44000000000.0
74.0,blue,694000000.0,0.0,694000000.0
75.0,red,0.0,44000000000.0,44000000000.0
75.0,blue,698000000.0,0.0,698000000.0
76.0,red,0.0,44000000000.0,44000000000.0
76.0,blue,706000000.0,0.0,706000000.0
77.0,red,0.0,44000000000.0,44000000000.0
77.0,blue,714000000.0,0.0,714000000.0
78.0,red,0.0,44000000000.0,44000000000.0
78.0,blue,722000000.0,0.0,722000000.0
79.0,red,0.0,44000000000.0,44000000000.0
79.0,blue,730000000.0,0.0,730000000.0
80.0,red,0.0,44000000000.0,44000000000.0
80.0,blue,738000000.0,0.0,738000000.0
81.0,red,0.0,44000000000.0,44000000000.0
81.0,blue,762000000.0,0.0,762000000.0
82.0,red,0.0,44000000000.0,44000000000.0
82.0,blue,770000000.0,0.0,770000000.0
83.0,red,0.0,44000000000.0,44000000000.0
83.0,blue,778000000.0,0.0,778000000.0
84.0,red,0.0,44000000000.0,44000000000.0
84.0,blue,790000000.0,0.0,790000000.0
85.0,red,0.0,44000000000.0,44000000000.0
85.0,blue,806000000.0,0.0,806000000.0
86.0,red,0.0,44000000000.0,44000000000.0
86.0,blue,810000000.0,0.0,810000000.0
87.0,red,0.0,44000000000.0,44000000000.0
87.0,blue,822000000.0,0.0,822000000.0
88.0,red,0.0,44000000000.0,44000000000.0
88.0,blue,838000000.0,0.0,838000000.0
89.0,red,0.0,44000000000.0,44000000000.0
89.0,blue,846000000.0,0.0,846000000.0
90.0,red,0.0,44000000000.0,44000000000.0
90.0,blue,858000000.0,0.0,858000000.0
91.0,red,0.0,44000000000.0,44000000000.0
91.0,blue,870000000.0,0.0,870000000.0
92.0,red,0.0,44000000000.0,44000000000.0
92.0,blue,890000000.0,0.0,890000000.0
93.0,red,0.0,44000000000.0,44000000000.0
93.0,blue,898000000.0,0.0,898000000.0
94.0,red,0.0,44000000000.0,44000000000.0
94.0,blue,918000000.0,0.0,918000000.0
95.0,red,0.0,48000000000.0,48000000000.0
95.0,blue,936000000.0,0.0,936000000.0
96.0,red,0.0,48000000000.0,48000000000.0
96.0,blue,944000000.0,0.0,944000000.0
97.0,red,0.0,48000000000.0,48000000000.0
97.0,blue,968000000.0,0.0,968000000.0
98.0,red,0.0,48000000000.0,48000000000.0
98.0,blue,972000000.0,0.0,972000000.0
99.0,red,0.0,48000000000.0,48000000000.0
99.0,blue,972000000.0,0.0,972000000.0
100.0,red,0.0,48000000000.0,48000000000.0
100.0,blue,1000000000.0,0.0,1000000000.0
101.0,red,0.0,48000000000.0,48000000000.0
101.0,blue,1012000000.0,0.0,1012000000.0
102.0,red,0.0,48000000000.0,48000000000.0
102.0,blue,1020000000.0,0.0,1020000000.0
103.0,red,0.0,48000000000.0,48000000000.0
103.0,blue,1032000000.0,0.0,1032000000.0
104.0,red,0.0,48000000000.0,48000000000.0
104.0,blue,1044000000.0,0.0,1044000000.0
105.0,red,0.0,48000000000.0,48000000000.0
105.0,blue,1048000000.0,0.0,1048000000.0
106.0,red,0.0,48000000000.0,48000000000.0
106.0,blue,1056000000.0,0.0,1056000000.0
107.0,red,0.0,48000000000.0,48000000000.0
107.0,blue,1056000000.0,0.0,1056000000.0
108.0,red,0.0,48000000000.0,48000000000.0
108.0,blue,1056000000.0,0.0,1056000000.0
109.0,red,0.0,48000000000.0,48000000000.0
109.0,blue,1064000000.0,0.0,1064000000.0
110.0,red,0.0,48000000000.0,48000000000.0
110.0,blue,1064000000.0,0.0,1064000000.0
111.0,red,0.0,48000000000.0,48000000000.0
111.0,blue,1064000000.0,0.0,1064000000.0
112.0,red,0.0,48000000000.0,48000000000.0
112.0,blue,1064000000.0,0.0,1064000000.0
113.0,red,0.0,48000000000.0,48000000000.0
113.0,blue,1064000000.0,0.0,1064000000.0
114.0,red,0.0,48000000000.0,48000000000.0
114.0,blue,1064000000.0,0.0,1064000000.0
115.0,red,0.0,48000000000.0,48000000000.0
115.0,blue,1064000000.0,0.0,1064000000.0
116.0,red,0.0,48000000000.0,48000000000.0
116.0,blue,1064000000.0,0.0,1064000000.0
117.0,red,0.0,48000000000.0,48000000000.0
117.0,blue,1064000000.0,0.0,1064000000.0
118.0,red,0.0,48000000000.0,48000000000.0
118.0,blue,1064000000.0,0.0,1064000000.0
119.0,red,0.0,48000000000.0,48000000000.0
119.0,blue,1064000000.0,0.0,1064000000.0
120.0,red,0.0,48000000000.0,48000000000.0
120.0,blue,1064000000.0,0.0,1064000000.0
121.0,red,0.0,48000000000.0,48000000000.0
121.0,blue,1064000000.0,0.0,1064000000.0
122.0,red,0.0,48000000000.0,48000000000.0
122.0,blue,1064000000.0,0.0,1064000000.0
123.0,red,0.0,48000000000.0,48000000000.0
123.0,blue,1064000000.0,0.0,1064000000.0
124.0,red,0.0,48000000000.0,48000000000.0
124.0,blue,1064000000.0,0.0,1064000000.0
125.0,red,0.0,48000000000.0,48000000000.0
125.0,blue,1064000000.0,0.0,1064000000.0
126.0,red,0.0,48000000000.0,48000000000.0
126.0,blue,1064000000.0,0.0,1064000000.0
127.0,red,0.0,48000000000.0,48000000000.0
127.0,blue,1064000000.0,0.0,1064000000.0
128.0,red,0.0,48000000000.0,48000000000.0
128.0,blue,1064000000.0,0.0,1064000000.0
129.0,red,0.0,48000000000.0,48000000000.0
129.0,blue,1064000000.0,0.0,1064000000.0
130.0,red,0.0,48000000000.0,48000000000.0
130.0,blue,1064000000.0,0.0,1064000000.0
131.0,red,0.0,48000000000.0,48000000000.0
131.0,blue,1064000000.0,0.0,1064000000.0
132.0,red,0.0,48000000000.0,48000000000.0
132.0,blue,1064000000.0,0.0,1064000000.0
133.0,red,0.0,48000000000.0,48000000000.0
133.0,blue,1064000000.0,0.0,1064000000.0
134.0,red,0.0,48000000000.0,48000000000.0
134.0,blue,1064000000.0,0.0,1064000000.0
135.0,red,0.0,48000000000.0,48000000000.0
135.0,blue,1064000000.0,0.0,1064000000.0
136.0,red,0.0,48000000000.0,48000000000.0
136.0,blue,1064000000.0,0.0,1064000000.0
137.0,red,0.0,48000000000.0,48000000000.0
137.0,blue,1064000000.0,0.0,1064000000.0
138.0,red,0.0,48000000000.0,48000000000.0
138.0,blue,1064000000.0,0.0,1064000000.0
139.0,red,0.0,48000000000.0,48000000000.0
139.0,blue,1064000000.0,0.0,1064000000.0
140.0,red,0.0,48000000000.0,48000000000.0
140.0,blue,1064000000.0,0.0,1064000000.0
141.0,red,0.0,48000000000.0,48000000000.0
141.0,blue,1064000000.0,0.0,1064000000.0
142.0,red,0.0,48000000000.0,48000000000.0
142.0,blue,1064000000.0,0.0,1064000000.0
143.0,red,0.0,48000000000.0,48000000000.0
143.0,blue,1064000000.0,0.0,1064000000.0
144.0,red,0.0,48000000000.0,48000000000.0
144.0,blue,1064000000.0,0.0,1064000000.0
145.0,red,0.0,48000000000.0,48000000000.0
145.0,blue,1064000000.0,0.0,1064000000.0
146.0,red,0.0,48000000000.0,48000000000.0
146.0,blue,1064000000.0,0.0,1064000000.0
147.0,red,0.0,48000000000.0,48000000000.0
147.0,blue,1064000000.0,0.0,1064000000.0
148.0,red,0.0,48000000000.0,48000000000.0
148.0,blue,1064000000.0,0.0,1064000000.0
149.0,red,0.0,48000000000.0,48000000000.0
149.0,blue,1064000000.0,0.0,1064000000.0
150.0,red,0.0,48000000000.0,48000000000.0
150.0,blue,1064000000.0,0.0,1064000000.0
151.0,red,0.0,48000000000.0,48000000000.0
151.0,blue,1064000000.0,0.0,1064000000.0
152.0,red,0.0,48000000000.0,48000000000.0
152.0,blue,1064000000.0,0.0,1064000000.0
153.0,red,0.0,48000000000.0,48000000000.0
153.0,blue,1064000000.0,0.0,1064000000.0
154.0,red,0.0,48000000000.0,48000000000.0
154.0,blue,1064000000.0,0.0,1064000000.0
155.0,red,0.0,48000000000.0,48000000000.0
155.0,blue,1064000000.0,0.0,1064000000.0
156.0,red,0.0,48000000000.0,48000000000.0
156.0,blue,1064000000.0,0.0,1064000000.0
157.0,red,0.0,48000000000.0,48000000000.0
157.0,blue,1064000000.0,0.0,1064000000.0
158.0,red,0.0,48000000000.0,48000000000.0
158.0,blue,1064000000.0,0.0,1064000000.0
159.0,red,0.0,48000000000.0,48000000000.0
159.0,blue,1064000000.0,0.0,1064000000.0
160.0,red,0.0,48000000000.0,48000000000.0
160.0,blue,1064000000.0,0.0,1064000000.0
161.0,red,0.0,48000000000.0,48000000000.0
161.0,blue,1064000000.0,0.0,1064000000.0
162.0,red,0.0,48000000000.0,48000000000.0
162.0,blue,1064000000.0,0.0,1064000000.0
163.0,red,0.0,48000000000.0,48000000000.0
163.0,blue,1064000000.0,0.0,1064000000.0
164.0,red,0.0,48000000000.0,48000000000.0
164.0,blue,1064000000.0,0.0,1064000000.0
165.0,red,0.0,48000000000.0,48000000000.0
165.0,blue,1064000000.0,0.0,1064000000.0
166.0,red,0.0,48000000000.0,48000000000.0
166.0,blue,1064000000.0,0.0,1064000000.0
167.0,red,0.0,48000000000.0,48000000000.0
167.0,blue,1064000000.0,0.0,1064000000.0
168.0,red,0.0,48000000000.0,48000000000.0
168.0,blue,1064000000.0,0.0,1064000000.0
169.0,red,0.0,48000000000.0,48000000000.0
169.0,blue,1064000000.0,0.0,1064000000.0
170.0,red,0.0,48000000000.0,48000000000.0
170.0,blue,1064000000.0,0.0,1064000000.0
171.0,red,0.0,48000000000.0,48000000000.0
171.0,blue,1064000000.0,0.0,1064000000.0
172.0,red,0.0,48000000000.0,48000000000.0
172.0,blue,1064000000.0,0.0,1064000000.0
173.0,red,0.0,48000000000.0,48000000000.0
173.0,blue,1064000000.0,0.0,1064000000.0
174.0,red,0.0,48000000000.0,48000000000.0
174.0,blue,1064000000.0,0.0,1064000000.0
175.0,red,0.0,48000000000.0,48000000000.0
175.0,blue,1064000000.0,0.0,1064000000.0
176.0,red,0.0,48000000000.0,48000000000.0
176.0,blue,1064000000.0,0.0,1064000000.0
177.0,red,0.0,48000000000.0,48000000000.0
177.0,blue,1064000000.0,0.0,1064000000.0
178.0,red,0.0,48000000000.0,48000000000.0
178.0,blue,1064000000.0,0.0,1064000000.0
179.0,red,0.0,48000000000.0,48000000000.0
179.0,blue,1064000000.0,0.0,1064000000.0
180.0,red,0.0,48000000000.0,48000000000.0
180.0,blue,1064000000.0,0.0,1064000000.0
181.0,red,0.0,48000000000.0,48000000000.0
181.0,blue,1064000000.0,0.0,1064000000.0
182.0,red,0.0,48000000000.0,48000000000.0
182.0,blue,1064000000.0,0.0,1064000000.0
183.0,red,0.0,48000000000.0,48000000000.0
183.0,blue,1064000000.0,0.0,1064000000.0
184.0,red,0.0,48000000000.0,48000000000.0
184.0,blue,1064000000.0,0.0,1064000000.0
185.0,red,0.0,48000000000.0,48000000000.0
185.0,blue,1064000000.0,0.0,1064000000.0
186.0,red,0.0,48000000000.0,48000000000.0
186.0,blue,1064000000.0,0.0,1064000000.0
187.0,red,0.0,48000000000.0,48000000000.0
187.0,blue,1064000000.0,0.0,1064000000.0
188.0,red,0.0,48000000000.0,48000000000.0
188.0,blue,1064000000.0,0.0,1064000000.0
189.0,red,0.0,48000000000.0,48000000000.0
189.0,blue,1064000000.0,0.0,1064000000.0
190.0,red,0.0,48000000000.0,48000000000.0
190.0,blue,1064000000.0,0.0,1064000000.0
191.0,red,0.0,48000000000.0,48000000000.0
191.0,blue,1064000000.0,0.0,1064000000.0
192.0,red,0.0,48000000000.0,48000000000.0
192.0,blue,1064000000.0,0.0,1064000000.0
193.0,red,0.0,48000000000.0,48000000000.0
193.0,blue,1064000000.0,0.0,1064000000.0
194.0,red,0.0,48000000000.0,48000000000.0
194.0,blue,1064000000.0,0.0,1064000000.0
195.0,red,0.0,48000000000.0,48000000000.0
195.0,blue,1064000000.0,0.0,1064000000.0
196.0,red,0.0,48000000000.0,48000000000.0
196.0,blue,1064000000.0,0.0,1064000000.0
197.0,red,0.0,48000000000.0,48000000000.0
197.0,blue,1064000000.0,0.0,1064000000.0
198.0,red,0.0,48000000000.0,48000000000.0
198.0,blue,1064000000.0,0.0,1064000000.0
199.0,red,0.0,48000000000.0,48000000000.0
199.0,blue,1064000000.0,0.0,1064000000.0
200.0,red,0.0,48000000000.0,48000000000.0
200.0,blue,1064000000.0,0.0,1064000000.0
201.0,red,0.0,48000000000.0,48000000000.0
201.0,blue,1064000000.0,0.0,1064000000.0
202.0,red,0.0,48000000000.0,48000000000.0
202.0,blue,1064000000.0,0.0,1064000000.0
203.0,red,0.0,48000000000.0,48000000000.0
203.0,blue,1064000000.0,0.0,1064000000.0
204.0,red,0.0,48000000000.0,48000000000.0
204.0,blue,1064000000.0,0.0,1064000000.0
205.0,red,0.0,48000000000.0,48000000000.0
205.0,blue,1064000000.0,0.0,1064000000.0
206.0,red,0.0,48000000000.0,48000000000.0
206.0,blue,1064000000.0,0.0,1064000000.0
207.0,red,0.0,48000000000.0,48000000000.0
207.0,blue,1064000000.0,0.0,1064000000.0
208.0,red,0.0,48000000000.0,48000000000.0
208.0,blue,1064000000.0,0.0,1064000000.0
209.0,red,0.0,48000000000.0,48000000000.0
209.0,blue,1064000000.0,0.0,1064000000.0
210.0,red,0.0,48000000000.0,48000000000.0
210.0,blue,1064000000.0,0.0,1064000000.0
211.0,red,0.0,48000000000.0,48000000000.0
211.0,blue,1064000000.0,0.0,1064000000.0
212.0,red,0.0,48000000000.0,48000000000.0
212.0,blue,1064000000.0,0.0,1064000000.0
213.0,red,0.0,48000000000.0,48000000000.0
213.0,blue,1064000000.0,0.0,1064000000.0
214.0,red,0.0,48000000000.0,48000000000.0
214.0,blue,1064000000.0,0.0,1064000000.0
215.0,red,0.0,48000000000.0,48000000000.0
215.0,blue,1064000000.0,0.0,1064000000.0
216.0,red,0.0,48000000000.0,48000000000.0
216.0,blue,1064000000.0,0.0,1064000000.0
217.0,red,0.0,48000000000.0,48000000000.0
217.0,blue,1064000000.0,0.0,1064000000.0
218.0,red,0.0,48000000000.0,48000000000.0
218.0,blue,1064000000.0,0.0,1064000000.0
219.0,red,0.0,48000000000.0,48000000000.0
219.0,blue,1064000000.0,0.0,1064000000.0
220.0,red,0.0,48000000000.0,48000000000.0
220.0,blue,1064000000.0,0.0,1064000000.0
221.0,red,0.0,48000000000.0,48000000000.0
221.0,blue,1064000000.0,0.0,1064000000.0
222.0,red,0.0,48000000000.0,48000000000.0
222.0,blue,1064000000.0,0.0,1064000000.0
223.0,red,0.0,48000000000.0,48000000000.0
223.0,blue,1064000000.0,0.0,1064000000.0
224.0,red,0.0,48000000000.0,48000000000.0
224.0,blue,1064000000.0,0.0,1064000000.0
225.0,red,0.0,48000000000.0,48000000000.0
225.0,blue,1064000000.0,0.0,1064000000.0
226.0,red,0.0,48000000000.0,48000000000.0
226.0,blue,1064000000.0,0.0,1064000000.0
227.0,red,0.0,48000000000.0,48000000000.0
227.0,blue,1064000000.0,0.0,1064000000.0
228.0,red,0.0,48000000000.0,48000000000.0
228.0,blue,1064000000.0,0.0,1064000000.0
229.0,red,0.0,48000000000.0,48000000000.0
229.0,blue,1064000000.0,0.0,1064000000.0
230.0,red,0.0,48000000000.0,48000000000.0
230.0,blue,1064000000.0,0.0,1064000000.0
231.0,red,0.0,48000000000.0,48000000000.0
231.0,blue,1064000000.0,0.0,1064000000.0
232.0,red,0.0,48000000000.0,48000000000.0
232.0,blue,1064000000.0,0.0,1064000000.0
233.0,red,0.0,48000000000.0,48000000000.0
233.0,blue,1064000000.0,0.0,1064000000.0
234.0,red,0.0,48000000000.0,48000000000.0
234.0,blue,1064000000.0,0.0,1064000000.0
235.0,red,0.0,48000000000.0,48000000000.0
235.0,blue,1064000000.0,0.0,1064000000.0
236.0,red,0.0,48000000000.0,48000000000.0
236.0,blue,1064000000.0,0.0,1064000000.0
237.0,red,0.0,48000000000.0,48000000000.0
237.0,blue,1064000000.0,0.0,1064000000.0
238.0,red,0.0,48000000000.0,48000000000.0
238.0,blue,1064000000.0,0.0,1064000000.0
239.0,red,0.0,48000000000.0,48000000000.0
239.0,blue,1064000000.0,0.0,1064000000.0
240.0,red,0.0,48000000000.0,48000000000.0
240.0,blue,1064000000.0,0.0,1064000000.0
241.0,red,0.0,48000000000.0,48000000000.0
241.0,blue,1064000000.0,0.0,1064000000.0
242.0,red,0.0,48000000000.0,48000000000.0
242.0,blue,1064000000.0,0.0,1064000000.0
243.0,red,0.0,48000000000.0,48000000000.0
243.0,blue,1064000000.0,0.0,1064000000.0
244.0,red,0.0,48000000000.0,48000000000.0
244.0,blue,1064000000.0,0.0,1064000000.0
245.0,red,0.0,48000000000.0,48000000000.0
245.0,blue,1064000000.0,0.0,1064000000.0
246.0,red,0.0,48000000000.0,48000000000.0
246.0,blue,1064000000.0,0.0,1064000000.0
247.0,red,0.0,48000000000.0,48000000000.0
247.0,blue,1064000000.0,0.0,1064000000.0
248.0,red,0.0,48000000000.0,48000000000.0
248.0,blue,1064000000.0,0.0,1064000000.0
249.0,red,0.0,52000000000.0,52000000000.0
249.0,blue,1066000000.0,0.0,1066000000.0
250.0,red,0.0,52000000000.0,52000000000.0
250.0,blue,1066000000.0,0.0,1066000000.0
251.0,red,0.0,52000000000.0,52000000000.0
251.0,blue,1066000000.0,0.0,1066000000.0
252.0,red,0.0,52000000000.0,52000000000.0
252.0,blue,1066000000.0,0.0,1066000000.0
253.0,red,0.0,52000000000.0,52000000000.0
253.0,blue,1066000000.0,0.0,1066000000.0
254.0,red,0.0,52000000000.0,52000000000.0
254.0,blue,1066000000.0,0.0,1066000000.0
255.0,red,0.0,52000000000.0,52000000000.0
255.0,blue,1066000000.0,0.0,1066000000.0
256.0,red,0.0,52000000000.0,52000000000.0
256.0,blue,1070000000.0,0.0,1070000000.0
257.0,red,0.0,52000000000.0,52000000000.0
257.0,blue,1070000000.0,0.0,1070000000.0
258.0,red,0.0,52000000000.0,52000000000.0
258.0,blue,1074000000.0,0.0,1074000000.0
259.0,red,0.0,52000000000.0,52000000000.0
259.0,blue,1074000000.0,0.0,1074000000.0
260.0,red,0.0,52000000000.0,52000000000.0
260.0,blue,1074000000.0,0.0,1074000000.0
261.0,red,0.0,52000000000.0,52000000000.0
261.0,blue,1074000000.0,0.0,1074000000.0
262.0,red,0.0,52000000000.0,52000000000.0
262.0,blue,1078000000.0,0.0,1078000000.0
263.0,red,0.0,52000000000.0,52000000000.0
263.0,blue,1078000000.0,0.0,1078000000.0
264.0,red,0.0,52000000000.0,52000000000.0
264.0,blue,1078000000.0,0.0,1078000000.0
265.0,red,0.0,52000000000.0,52000000000.0
265.0,blue,1078000000.0,0.0,1078000000.0
266.0,red,0.0,52000000000.0,52000000000.0
266.0,blue,1078000000.0,0.0,1078000000.0
267.0,red,0.0,52000000000.0,52000000000.0
267.0,blue,1078000000.0,0.0,1078000000.0
268.0,red,0.0,52000000000.0,52000000000.0
268.0,blue,1078000000.0,0.0,1078000000.0
269.0,red,0.0,52000000000.0,52000000000.0
269.0,blue,1078000000.0,0.0,1078000000.0
270.0,red,0.0,52000000000.0,52000000000.0
270.0,blue,1078000000.0,0.0,1078000000.0
271.0,red,0.0,52000000000.0,52000000000.0
271.0,blue,1078000000.0,0.0,1078000000.0
272.0,red,0.0,52000000000.0,52000000000.0
272.0,blue,1078000000.0,0.0,1078000000.0
273.0,red,0.0,52000000000.0,52000000000.0
273.0,blue,1078000000.0,0.0,1078000000.0
274.0,red,0.0,52000000000.0,52000000000.0
274.0,blue,1078000000.0,0.0,1078000000.0
275.0,red,0.0,52000000000.0,52000000000.0
275.0,blue,1078000000.0,0.0,1078000000.0
276.0,red,0.0,52000000000.0,52000000000.0
276.0,blue,1078000000.0,0.0,1078000000.0
277.0,red,0.0,52000000000.0,52000000000.0
277.0,blue,1078000000.0,0.0,1078000000.0
278.0,red,0.0,52000000000.0,52000000000.0
278.0,blue,1078000000.0,0.0,1078000000.0
279.0,red,0.0,52000000000.0,52000000000.0
279.0,blue,1078000000.0,0.0,1078000000.0
280.0,red,0.0,52000000000.0,52000000000.0
280.0,blue,1078000000.0,0.0,1078000000.0
281.0,red,0.0,52000000000.0,52000000000.0
281.0,blue,1078000000.0,0.0,1078000000.0
282.0,red,0.0,52000000000.0,52000000000.0
282.0,blue,1078000000.0,0.0,1078000000.0
283.0,red,0.0,52000000000.0,52000000000.0
283.0,blue,1078000000.0,0.0,1078000000.0
284.0,red,0.0,52000000000.0,52000000000.0
284.0,blue,1078000000.0,0.0,1078000000.0
285.0,red,0.0,52000000000.0,52000000000.0
285.0,blue,1078000000.0,0.0,1078000000.0
286.0,red,0.0,52000000000.0,52000000000.0
286.0,blue,1078000000.0,0.0,1078000000.0
287.0,red,0.0,52000000000.0,52000000000.0
287.0,blue,1078000000.0,0.0,1078000000.0
288.0,red,0.0,52000000000.0,52000000000.0
288.0,blue,1078000000.0,0.0,1078000000.0
